term,document_frequency,total_frequency,idf
furious,1,1,4.238678
sensemak,1,8,4.238678
constructionist,1,7,4.238678
cognitivist,1,2,4.238678
metatheori,1,9,4.238678
shortcut,1,2,4.238678
transclus,1,1,4.238678
revert,1,1,4.238678
glam,1,1,4.238678
signpost,1,1,4.238678
misc,1,1,4.238678
meetup,1,1,4.238678
unhelp,1,1,4.238678
constructiv,1,2,4.238678
collectivist,1,2,4.238678
famous,1,1,4.238678
foucault,1,1,4.238678
construction,1,2,4.238678
nigel,1,2,4.238678
theoriz,1,2,4.238678
worldview,1,1,4.238678
chatman,1,6,4.238678
elfreda,1,4,4.238678
familiaris,1,1,4.238678
everyday,1,7,4.238678
isp,1,4,4.238678
mckenzi,1,7,4.238678
xinyi,1,1,4.238678
apprehens,1,1,4.238678
comprehend,1,1,4.238678
contempl,1,2,4.238678
tighter,1,1,4.238678
kuhlthau,1,12,4.238678
gatekeep,1,1,4.238678
acquaint,1,1,4.238678
overhear,1,1,4.238678
dervin,1,2,4.238678
inexperienc,1,1,4.238678
absent,1,1,4.238678
inmat,1,1,4.238678
assimil,1,1,4.238678
eek,1,1,4.238678
seeker,1,9,4.238678
passiv,1,2,4.238678
detlor,1,2,4.238678
roark,1,1,4.238678
purver,1,1,4.238678
shalom,1,1,4.238678
lappin,1,1,4.238678
armendariz,1,1,4.238678
jey,1,1,4.238678
lau,1,1,4.238678
choo,1,3,4.238678
esthet,1,1,4.238678
leazer,1,1,4.238678
keilti,1,1,4.238678
foci,1,3,4.238678
preliminari,1,1,4.238678
mediat,1,1,4.238678
elat,1,1,4.238678
barrio,1,1,4.238678
alcaid,1,1,4.238678
lez,1,1,4.238678
gonz,1,1,4.238678
teruel,1,2,4.238678
emerald,1,1,4.238678
wessel,1,1,4.238678
fairer,1,1,4.238678
savolainen,1,5,4.238678
reijo,1,3,4.238678
urquhart,1,2,4.238678
aimlessli,1,1,4.238678
clue,1,1,4.238678
pirolli,1,2,4.238678
undirect,1,1,4.238678
turnbul,1,2,4.238678
vanessa,1,1,4.238678
zaharia,1,2,4.238678
shengli,1,1,4.238678
rodrigo,1,1,4.238678
nogueira,1,1,4.238678
matei,1,2,4.238678
preben,1,1,4.238678
hansen,1,1,4.238678
katriina,1,1,4.238678
bystr,1,1,4.238678
utkarsh,1,1,4.238678
informationr,1,1,4.238678
jarvelin,1,1,4.238678
vivienn,1,1,4.238678
garc,1,1,4.238678
abad,1,1,4.238678
tuominen,1,1,4.238678
sanna,1,1,4.238678
talja,1,1,4.238678
wisdom,1,1,4.238678
amanda,1,1,4.238678
spink,1,2,4.238678
prigoda,1,1,4.238678
medford,1,2,4.238678
mckechni,1,1,4.238678
erdelez,1,1,4.238678
sanda,1,1,4.238678
heidi,1,3,4.238678
krikela,1,1,4.238678
rioux,1,1,4.238678
ingwersen,1,1,4.238678
sexi,1,1,4.238678
heinstr,1,1,4.238678
jannica,1,1,4.238678
rahmani,1,1,4.238678
yilmaz,1,1,4.238678
tong,1,1,4.238678
saurabh,1,1,4.238678
schuman,1,1,4.238678
neal,1,1,4.238678
rubin,1,1,4.238678
kammerloch,1,1,4.238678
isbel,1,1,4.238678
lyn,1,1,4.238678
bawden,1,1,4.238678
drucker,1,1,4.238678
pulido,1,1,4.238678
ism,1,1,4.238678
godchaux,1,24,4.238678
pigpen,1,19,4.238678
il,1,1,4.238678
dirigeon,1,1,4.238678
quoi,1,1,4.238678
venon,1,1,4.238678
informationnel,1,1,4.238678
comport,1,1,4.238678
walton,1,1,4.238678
grunewald,1,1,4.238678
hepworth,1,1,4.238678
pitkow,1,1,4.238678
chun,1,1,4.238678
eum,1,1,4.238678
meret,1,1,4.238678
haugan,1,1,4.238678
phil,1,33,4.238678
weir,1,57,4.238678
kreutzmann,1,38,4.238678
folktal,1,3,4.238678
discographi,1,8,4.238678
deadhead,1,28,4.238678
iconographi,1,3,4.238678
olymp,1,4,4.238678
lithuanian,1,9,4.238678
merchandis,1,5,4.238678
lyric,1,10,4.238678
musicianship,1,3,4.238678
thee,1,11,4.238678
fare,1,11,4.238678
welnick,1,11,4.238678
mydland,1,15,4.238678
constanten,1,9,4.238678
kid,1,7,4.238678
devil,1,14,4.238678
ratdog,1,7,4.238678
midnit,1,4,4.238678
kingfish,1,5,4.238678
legion,1,5,4.238678
purpl,1,3,4.238678
furthur,1,10,4.238678
sunflow,1,3,4.238678
rhino,1,3,4.238678
arista,1,5,4.238678
bro,1,4,4.238678
reunion,1,5,4.238678
warlock,1,7,4.238678
lesh,1,47,4.238678
alina,1,1,4.238678
stoica,1,1,4.238678
rosenberg,1,1,4.238678
mitra,1,2,4.238678
rangan,1,1,4.238678
majumd,1,1,4.238678
xiaodong,1,1,4.238678
lenni,1,4,4.238678
musician,1,8,4.238678
improvis,1,15,4.238678
psychedelia,1,1,4.238678
regga,1,1,4.238678
bluegrass,1,4,4.238678
fuse,1,1,4.238678
eclect,1,2,4.238678
vinc,1,6,4.238678
tangent,1,2,4.238678
regularli,1,1,4.238678
wildwood,1,2,4.238678
mccree,1,5,4.238678
jug,1,7,4.238678
remnant,1,1,4.238678
billboard,1,10,4.238678
album,1,45,4.238678
fanbas,1,2,4.238678
spin,1,3,4.238678
tour,1,48,4.238678
lyricist,1,5,4.238678
harmonica,1,3,4.238678
guitar,1,17,4.238678
jam,1,10,4.238678
tiwari,1,1,4.238678
hey,1,1,4.238678
elf,1,1,4.238678
silveri,1,1,4.238678
velvet,1,3,4.238678
hayward,1,1,4.238678
bikini,1,1,4.238678
frenchi,1,1,4.238678
cocktail,1,1,4.238678
menlo,1,1,4.238678
suburban,1,1,4.238678
parlor,1,2,4.238678
pizza,1,3,4.238678
magoo,1,2,4.238678
shoenstadt,1,1,4.238678
stu,1,2,4.238678
coffeehous,1,1,4.238678
telepathi,1,1,4.238678
bond,1,1,4.238678
kesey,1,5,4.238678
motif,1,4,4.238678
dmt,1,2,4.238678
psychedel,1,9,4.238678
smoke,1,1,4.238678
troy,1,2,4.238678
captain,1,2,4.238678
fictionari,1,1,4.238678
wagnal,1,1,4.238678
funk,1,2,4.238678
ice,1,1,4.238678
trist,1,1,4.238678
gratitud,1,1,4.238678
soul,1,1,4.238678
bhaktivedanta,1,1,4.238678
krishna,1,3,4.238678
hare,1,2,4.238678
avalon,1,2,4.238678
mantra,1,2,4.238678
fring,1,1,4.238678
backer,1,1,4.238678
lsd,1,4,4.238678
owsley,1,9,4.238678
hippi,1,3,4.238678
merri,1,2,4.238678
sender,1,1,4.238678
floyd,1,1,4.238678
pink,1,1,4.238678
airplan,1,2,4.238678
improvisatori,1,1,4.238678
keyboardist,1,9,4.238678
truck,1,2,4.238678
bread,1,1,4.238678
smuggl,1,1,4.238678
drummer,1,3,4.238678
tenor,1,1,4.238678
sang,1,1,4.238678
duti,1,1,4.238678
percuss,1,9,4.238678
youngest,1,1,4.238678
trumpet,1,2,4.238678
joplin,1,2,4.238678
jani,1,2,4.238678
grape,1,1,4.238678
mobi,1,1,4.238678
ginsberg,1,1,4.238678
winterland,1,8,4.238678
hiatu,1,2,4.238678
rakow,1,2,4.238678
arrowhead,1,1,4.238678
liver,1,1,4.238678
deterior,1,1,4.238678
vocalist,1,4,4.238678
reclaim,1,1,4.238678
rejoin,1,1,4.238678
percussionist,1,1,4.238678
abscond,1,1,4.238678
truckin,1,5,4.238678
bail,1,1,4.238678
arrest,1,2,4.238678
bourbon,1,1,4.238678
hotel,1,4,4.238678
recov,1,1,4.238678
coma,1,1,4.238678
opiat,1,1,4.238678
strain,1,1,4.238678
liveli,1,1,4.238678
heroin,1,1,4.238678
smoker,1,1,4.238678
overdos,1,2,4.238678
narcot,1,1,4.238678
amphitheatr,1,2,4.238678
ticket,1,7,4.238678
township,1,1,4.238678
raceway,1,1,4.238678
terrapin,1,11,4.238678
resum,1,1,4.238678
footag,1,1,4.238678
tedeschi,1,1,4.238678
alphonso,1,1,4.238678
bassist,1,5,4.238678
molo,1,1,4.238678
barraco,1,2,4.238678
chimenti,1,5,4.238678
her,1,2,4.238678
kimock,1,2,4.238678
karan,1,1,4.238678
lineup,1,3,4.238678
modulu,1,1,4.238678
marsali,1,3,4.238678
branford,1,3,4.238678
saxophonist,1,2,4.238678
hornsbi,1,10,4.238678
dylan,1,11,4.238678
reunit,1,4,4.238678
scorses,1,2,4.238678
theatric,1,1,4.238678
mali,1,1,4.238678
papa,1,1,4.238678
althea,1,2,4.238678
recount,1,1,4.238678
burbridg,1,2,4.238678
oteil,1,2,4.238678
mayer,1,4,4.238678
pehrson,1,1,4.238678
zoe,1,1,4.238678
kadlecik,1,1,4.238678
debut,1,2,4.238678
joan,1,3,4.238678
hayn,1,3,4.238678
hegarti,1,2,4.238678
meld,1,1,4.238678
stylist,1,2,4.238678
repertoir,1,1,4.238678
their,1,1,4.238678
dirtier,1,1,4.238678
lovin,1,1,4.238678
couldn,1,1,4.238678
airwav,1,1,4.238678
beach,1,2,4.238678
beatl,1,3,4.238678
dvd,1,2,4.238678
simulcast,1,1,4.238678
phish,1,3,4.238678
anastasio,1,2,4.238678
trey,1,2,4.238678
chromat,1,1,4.238678
staccato,1,3,4.238678
arpeggio,1,1,4.238678
syncop,1,3,4.238678
banjo,1,3,4.238678
scrugg,1,2,4.238678
spare,1,1,4.238678
suppl,1,1,4.238678
telstar,1,1,4.238678
rootsi,1,1,4.238678
workingman,1,4,4.238678
rehears,1,1,4.238678
soundscap,1,1,4.238678
spacey,1,1,4.238678
prog,1,2,4.238678
halliwel,1,2,4.238678
meola,1,1,4.238678
jianfeng,1,1,4.238678
payal,1,1,4.238678
bajaj,1,1,4.238678
bader,1,1,4.238678
alshemaimri,1,1,4.238678
tariq,1,1,4.238678
alsahfi,1,1,4.238678
amal,1,1,4.238678
martino,1,1,4.238678
coleman,1,2,4.238678
ornett,1,2,4.238678
soloist,1,1,4.238678
immens,1,1,4.238678
groov,1,2,4.238678
downbeat,1,2,4.238678
bounc,1,2,4.238678
withhold,1,1,4.238678
symphon,1,1,4.238678
shankar,1,3,4.238678
ravi,1,3,4.238678
sitar,1,1,4.238678
coltran,1,3,4.238678
raga,1,1,4.238678
pentaton,1,1,4.238678
dorian,1,1,4.238678
mixolydian,1,1,4.238678
underneath,1,1,4.238678
reinhardt,1,1,4.238678
django,1,1,4.238678
ellington,1,2,4.238678
tatum,1,2,4.238678
karma,1,1,4.238678
christgau,1,2,4.238678
antihero,1,1,4.238678
narrat,1,1,4.238678
confession,1,1,4.238678
footstep,1,1,4.238678
songwrit,1,1,4.238678
tonal,1,1,4.238678
segu,1,1,4.238678
juxtaposit,1,1,4.238678
obliqu,1,1,4.238678
spiki,1,1,4.238678
subvers,1,1,4.238678
tyner,1,2,4.238678
mccoy,1,1,4.238678
pianist,1,1,4.238678
nightli,1,1,4.238678
steinbeck,1,1,4.238678
kaleidoscop,1,1,4.238678
hyper,1,1,4.238678
mcnalli,1,10,4.238678
dew,1,1,4.238678
gnomic,1,1,4.238678
vivid,1,1,4.238678
ellipt,1,1,4.238678
vers,1,1,4.238678
poetri,1,2,4.238678
whimsey,1,1,4.238678
surreal,1,1,4.238678
hell,1,2,4.238678
imageri,1,2,4.238678
dualist,1,1,4.238678
iulioni,1,1,4.238678
na,1,1,4.238678
lithuania,1,2,4.238678
speir,1,1,4.238678
dy,1,2,4.238678
skulli,1,1,4.238678
mcleer,1,1,4.238678
kave,1,1,4.238678
abram,1,1,4.238678
howi,1,1,4.238678
czar,1,1,4.238678
electronica,1,1,4.238678
biscuit,1,2,4.238678
disco,1,1,4.238678
panic,1,1,4.238678
setlist,1,4,4.238678
homemad,1,1,4.238678
bukhari,1,1,4.238678
kamran,1,1,4.238678
muhammad,1,1,4.238678
daud,1,1,4.238678
mushtaq,1,1,4.238678
nadia,1,1,4.238678
gardazi,1,1,4.238678
kristina,1,1,4.238678
toutanova,1,1,4.238678
kenton,1,1,4.238678
sandwich,1,1,4.238678
grill,1,1,4.238678
shakedown,1,5,4.238678
impromptu,1,1,4.238678
coliseum,1,3,4.238678
essenc,1,1,4.238678
gonna,1,1,4.238678
glean,1,1,4.238678
shorelin,1,1,4.238678
buck,1,4,4.238678
giza,1,1,4.238678
tremend,1,1,4.238678
glen,1,3,4.238678
watkin,1,2,4.238678
allman,1,2,4.238678
withdrew,1,1,4.238678
altamont,1,3,4.238678
infam,1,1,4.238678
woodstock,1,1,4.238678
lodg,1,1,4.238678
ashburi,1,3,4.238678
breakup,1,1,4.238678
heali,1,3,4.238678
alemb,1,4,4.238678
heil,1,2,4.238678
pa,1,1,4.238678
jail,1,1,4.238678
finicki,1,1,4.238678
delic,1,1,4.238678
supplier,1,1,4.238678
soundman,1,3,4.238678
fade,1,2,4.238678
sugar,1,2,4.238678
uncl,1,5,4.238678
overnight,1,1,4.238678
vermont,1,1,4.238678
highgat,1,2,4.238678
rome,1,2,4.238678
decapit,1,1,4.238678
decor,1,1,4.238678
martyr,1,2,4.238678
relic,1,1,4.238678
anteced,1,1,4.238678
khayyam,1,1,4.238678
rubaiyat,1,1,4.238678
alton,1,2,4.238678
skull,1,12,4.238678
halligan,1,1,4.238678
meerman,1,2,4.238678
icon,1,6,4.238678
keeper,1,1,4.238678
latvala,1,3,4.238678
soundboard,1,1,4.238678
stigmat,1,1,4.238678
freak,1,1,4.238678
mcintir,1,1,4.238678
enthusiast,1,1,4.238678
gutierrez,1,1,4.238678
turtl,1,2,4.238678
kley,1,1,4.238678
heinrich,1,1,4.238678
bolt,1,3,4.238678
obvious,1,1,4.238678
styliz,1,1,4.238678
songbook,1,2,4.238678
airbrush,1,1,4.238678
lute,1,1,4.238678
skeleton,1,5,4.238678
jester,1,2,4.238678
disparagingli,1,1,4.238678
plenari,1,1,4.238678
devlin,1,1,4.238678
oir,1,1,4.238678
musa,1,1,4.238678
farouk,1,1,4.238678
aliyu,1,1,4.238678
uyar,1,1,4.238678
isdn,1,1,4.238678
creek,1,2,4.238678
scuffl,1,1,4.238678
belliger,1,1,4.238678
raynor,1,1,4.238678
det,1,1,4.238678
mellow,1,1,4.238678
dea,1,2,4.238678
grammi,1,4,4.238678
lieberman,1,1,4.238678
fredric,1,1,4.238678
unreleas,1,1,4.238678
memorabilia,1,1,4.238678
flier,1,1,4.238678
mchenri,1,1,4.238678
ucsc,1,3,4.238678
blumenth,1,2,4.238678
mcevoy,1,1,4.238678
deadbas,1,5,4.238678
mystic,1,1,4.238678
whirl,1,1,4.238678
spinner,1,2,4.238678
wharf,1,3,4.238678
touchhead,1,1,4.238678
fixtur,1,1,4.238678
intermiss,1,1,4.238678
fulltim,1,1,4.238678
guest,1,1,4.238678
grisman,1,5,4.238678
mandolinist,1,1,4.238678
pedal,1,1,4.238678
excelsior,1,1,4.238678
reluct,1,1,4.238678
spokesperson,1,1,4.238678
lagin,1,5,4.238678
presley,1,2,4.238678
elvi,1,2,4.238678
sinatra,1,2,4.238678
guin,1,2,4.238678
posthum,1,1,4.238678
offscreen,1,1,4.238678
rightli,1,1,4.238678
grayfold,1,2,4.238678
titular,1,1,4.238678
blender,1,1,4.238678
purveyor,1,1,4.238678
metzger,1,2,4.238678
meriweth,1,2,4.238678
reckon,1,2,4.238678
aoxomoxoa,1,2,4.238678
anthem,1,3,4.238678
unfinish,1,2,4.238678
dissolut,1,1,4.238678
pleas,1,1,4.238678
float,1,2,4.238678
seaston,1,1,4.238678
raitt,1,4,4.238678
bonni,1,4,4.238678
coppola,1,2,4.238678
sarmiento,1,1,4.238678
sfgate,1,2,4.238678
sentinel,1,1,4.238678
santacruzsentinel,1,1,4.238678
sylvan,1,1,4.238678
rockhal,1,1,4.238678
rockin,1,2,4.238678
reebe,1,1,4.238678
garofalo,1,4,4.238678
asp,1,1,4.238678
santoro,1,1,4.238678
totaro,1,1,4.238678
donato,1,1,4.238678
bromley,1,1,4.238678
halprin,1,1,4.238678
hirschfeld,1,1,4.238678
grimoir,1,2,4.238678
herbst,1,1,4.238678
tombston,1,1,4.238678
stanton,1,1,4.238678
nig,1,1,4.238678
nicholson,1,1,4.238678
bogg,1,1,4.238678
weiner,1,2,4.238678
aliv,1,1,4.238678
brokendown,1,1,4.238678
benji,1,2,4.238678
emce,1,1,4.238678
npr,1,3,4.238678
classicband,1,1,4.238678
dunn,1,1,4.238678
rdf,1,1,4.238678
siko,1,1,4.238678
icst,1,1,4.238678
pore,1,1,4.238678
mtv,1,1,4.238678
dolgushkin,1,3,4.238678
relix,1,9,4.238678
allmus,1,2,4.238678
planer,1,1,4.238678
picayun,1,1,4.238678
gig,1,1,4.238678
chryssid,1,1,4.238678
bucknel,1,1,4.238678
shinn,1,1,4.238678
jamband,1,3,4.238678
ramp,1,1,4.238678
greenhau,1,1,4.238678
rania,1,1,4.238678
anifto,1,1,4.238678
kindweb,1,1,4.238678
blistein,1,2,4.238678
budnick,1,2,4.238678
selvin,1,5,4.238678
coron,1,1,4.238678
strait,1,2,4.238678
legendari,1,1,4.238678
cush,1,1,4.238678
catalano,1,1,4.238678
spevak,1,1,4.238678
jambas,1,5,4.238678
gehr,1,1,4.238678
tribut,1,3,4.238678
heartbreak,1,1,4.238678
sundanc,1,2,4.238678
exec,1,1,4.238678
abramovitch,1,1,4.238678
deadic,1,2,4.238678
tamarkin,1,1,4.238678
sing,1,1,4.238678
swampadel,1,1,4.238678
murawski,1,1,4.238678
hutchinson,1,1,4.238678
micki,1,1,4.238678
patton,1,1,4.238678
strike,1,1,4.238678
sisario,1,1,4.238678
metroact,1,1,4.238678
bjerkli,1,1,4.238678
giroux,1,1,4.238678
strau,1,1,4.238678
farrar,1,1,4.238678
kool,1,1,4.238678
kori,1,1,4.238678
exit,1,1,4.238678
coscarelli,1,1,4.238678
aren,1,1,4.238678
brandl,1,1,4.238678
leopold,1,1,4.238678
halperin,1,1,4.238678
sallo,1,1,4.238678
unsung,1,1,4.238678
parel,1,1,4.238678
whimsi,1,1,4.238678
robertchristgau,1,1,4.238678
artsit,1,2,4.238678
malvinni,1,1,4.238678
regal,1,1,4.238678
thrillingli,1,1,4.238678
jarnow,1,1,4.238678
favourit,1,1,4.238678
hangout,1,1,4.238678
depress,1,1,4.238678
mcgee,1,2,4.238678
hilli,1,1,4.238678
jed,1,1,4.238678
fest,1,1,4.238678
cowboy,1,1,4.238678
willman,1,1,4.238678
joyou,1,1,4.238678
siegel,1,1,4.238678
neviu,1,1,4.238678
hybridtechcar,1,2,4.238678
salvat,1,1,4.238678
guzman,1,1,4.238678
videogam,1,1,4.238678
rief,1,1,4.238678
liberator,1,1,4.238678
resurrect,1,1,4.238678
tara,1,1,4.238678
pepper,1,1,4.238678
everlast,1,1,4.238678
cotron,1,1,4.238678
afterlif,1,1,4.238678
paumgarten,1,1,4.238678
brightman,1,2,4.238678
lostlivedead,1,1,4.238678
itinerari,1,1,4.238678
smugmug,1,2,4.238678
pechner,1,2,4.238678
leahi,1,1,4.238678
unbroken,1,1,4.238678
novack,1,1,4.238678
burlington,1,1,4.238678
hallenbeck,1,1,4.238678
deadlist,1,2,4.238678
bleed,1,1,4.238678
lillian,1,1,4.238678
roxon,1,2,4.238678
bienenstock,1,1,4.238678
deadspin,1,1,4.238678
subcultur,1,1,4.238678
huber,1,1,4.238678
rieh,1,1,4.238678
rocchio,1,1,4.238678
thebear,1,2,4.238678
deaddisc,1,1,4.238678
lac,1,1,4.238678
holiday,1,2,4.238678
hlligan,1,1,4.238678
pepe,1,1,4.238678
vada,1,1,4.238678
gintauta,1,1,4.238678
marko,1,1,4.238678
ratliff,1,1,4.238678
daley,1,1,4.238678
sweet,1,1,4.238678
ace,1,2,4.238678
decapo,1,1,4.238678
bruuuc,1,1,4.238678
nedcast,1,1,4.238678
nedbas,1,2,4.238678
charismat,1,1,4.238678
fuckin,1,1,4.238678
daylight,1,2,4.238678
parrish,1,1,4.238678
snider,1,1,4.238678
permeat,1,1,4.238678
zeidler,1,1,4.238678
rappaport,1,1,4.238678
spiritu,1,1,4.238678
apichella,1,1,4.238678
brock,1,1,4.238678
miskiewicz,1,1,4.238678
flatiron,1,1,4.238678
hank,1,3,4.238678
harrison,1,2,4.238678
morrow,1,1,4.238678
greenfield,1,1,4.238678
nutt,1,1,4.238678
gerould,1,1,4.238678
diana,1,2,4.238678
spauld,1,1,4.238678
dodd,1,1,4.238678
capo,1,2,4.238678
gasp,1,1,4.238678
jerilyn,1,2,4.238678
brandeliu,1,2,4.238678
outskirt,1,1,4.238678
hang,1,1,4.238678
postcard,1,1,4.238678
nightfal,1,1,4.238678
gentlemen,1,1,4.238678
ladi,1,1,4.238678
knick,1,1,4.238678
dozin,1,1,4.238678
infrar,1,2,4.238678
vintag,1,1,4.238678
fbi,1,2,4.238678
discog,1,1,4.238678
mcfarland,1,1,4.238678
tuedio,1,1,4.238678
layden,1,1,4.238678
parish,1,1,4.238678
sciver,1,1,4.238678
ringer,1,1,4.238678
gratest,1,1,4.238678
hcir,1,1,4.238678
flashback,1,1,4.238678
closet,1,1,4.238678
merriweath,1,1,4.238678
rfk,1,1,4.238678
lyceum,1,2,4.238678
aud,1,1,4.238678
shrine,1,1,4.238678
daydream,1,2,4.238678
glad,1,1,4.238678
cradl,1,1,4.238678
soundtrack,1,1,4.238678
rhein,1,1,4.238678
steppin,1,1,4.238678
bucket,1,1,4.238678
foolish,1,1,4.238678
prophet,1,1,4.238678
dupre,1,1,4.238678
dire,1,1,4.238678
cumberland,1,1,4.238678
puff,1,1,4.238678
cream,1,2,4.238678
cassidi,1,1,4.238678
candyman,1,1,4.238678
brokedown,1,1,4.238678
throat,1,1,4.238678
bertha,1,1,4.238678
getaway,1,1,4.238678
downhil,1,1,4.238678
backstag,1,1,4.238678
hummingbird,1,2,4.238678
strix,1,1,4.238678
ecir,1,1,4.238678
dorl,1,1,4.238678
serialpod,1,2,4.238678
jgb,1,1,4.238678
sphere,1,1,4.238678
throw,1,1,4.238678
sugare,1,1,4.238678
stella,1,1,4.238678
begonia,1,1,4.238678
rippl,1,1,4.238678
picasso,1,1,4.238678
boogi,1,1,4.238678
speedway,1,1,4.238678
mexicali,1,1,4.238678
dawg,1,2,4.238678
shadi,1,1,4.238678
turbul,1,1,4.238678
hooterol,1,1,4.238678
shurtliff,1,1,4.238678
seidemann,1,1,4.238678
merl,1,5,4.238678
carolyn,1,2,4.238678
cantor,1,1,4.238678
betti,1,1,4.238678
candac,1,1,4.238678
bralov,1,1,4.238678
vend,1,1,4.238678
pickin,1,1,4.238678
comix,1,1,4.238678
kindersley,1,1,4.238678
ramu,1,1,4.238678
superorgan,1,1,4.238678
tremendum,1,1,4.238678
mysterium,1,1,4.238678
diga,1,1,4.238678
dice,1,1,4.238678
trichrom,1,3,4.238678
crossroad,1,1,4.238678
tamalpai,1,1,4.238678
brightli,1,1,4.238678
wasserman,1,1,4.238678
kickin,1,1,4.238678
koon,1,1,4.238678
kahn,1,2,4.238678
fantasi,1,1,4.238678
keyston,1,4,4.238678
stravinski,1,1,4.238678
stern,1,1,4.238678
domino,1,1,4.238678
caruso,1,1,4.238678
acuff,1,1,4.238678
segovia,1,1,4.238678
benni,1,2,4.238678
charli,1,2,4.238678
chuck,1,1,4.238678
mahalia,1,1,4.238678
irv,1,1,4.238678
fitzgerald,1,1,4.238678
ella,1,2,4.238678
crosbi,1,2,4.238678
fo,1,1,4.238678
supralingua,1,1,4.238678
kitti,1,1,4.238678
lennon,1,2,4.238678
mccartney,1,2,4.238678
horowitz,1,1,4.238678
vaughan,1,1,4.238678
bessi,1,1,4.238678
leontyn,1,1,4.238678
lena,1,1,4.238678
heifetz,1,1,4.238678
jascha,1,1,4.238678
gillespi,1,1,4.238678
dizzi,1,1,4.238678
casal,1,1,4.238678
astair,1,1,4.238678
toscanini,1,1,4.238678
arturo,1,2,4.238678
brubeck,1,1,4.238678
streisand,1,2,4.238678
barbra,1,2,4.238678
mancini,1,1,4.238678
peggi,1,1,4.238678
cline,1,1,4.238678
patsi,1,1,4.238678
rubinstein,1,1,4.238678
aretha,1,2,4.238678
seeger,1,1,4.238678
monk,1,1,4.238678
theloni,1,1,4.238678
atkin,1,1,4.238678
chet,1,1,4.238678
muddi,1,1,4.238678
jimi,1,1,4.238678
diddley,1,1,4.238678
cern,1,1,4.238678
spoerri,1,1,4.238678
korfhag,1,3,4.238678
crouch,1,1,4.238678
zappa,1,1,4.238678
oscar,1,1,4.238678
mingu,1,1,4.238678
buddi,1,2,4.238678
grappelli,1,1,4.238678
garland,1,1,4.238678
judi,1,1,4.238678
everli,1,1,4.238678
wonder,1,2,4.238678
stevi,1,2,4.238678
solti,1,1,4.238678
mathi,1,1,4.238678
etta,1,1,4.238678
joni,1,3,4.238678
clooney,1,2,4.238678
rosemari,1,1,4.238678
marley,1,2,4.238678
sammi,1,1,4.238678
mitch,1,1,4.238678
hooker,1,1,4.238678
guthri,1,1,4.238678
belafont,1,1,4.238678
torm,1,1,4.238678
smokey,1,2,4.238678
oti,1,2,4.238678
robeson,1,1,4.238678
orbison,1,1,4.238678
stapl,1,1,4.238678
pinetop,1,1,4.238678
disconnect,1,1,4.238678
elhil,1,1,4.238678
microsearch,1,1,4.238678
jelli,1,1,4.238678
zeppelin,1,1,4.238678
gould,1,2,4.238678
morton,1,2,4.238678
blakey,1,1,4.238678
eddi,1,2,4.238678
arti,1,1,4.238678
cliburn,1,1,4.238678
garfunkel,1,1,4.238678
puent,1,1,4.238678
tito,1,1,4.238678
autri,1,1,4.238678
oddi,1,1,4.238678
tama,1,1,4.238678
roach,1,1,4.238678
perlman,1,1,4.238678
itzhak,1,1,4.238678
calloway,1,1,4.238678
bacharach,1,1,4.238678
burt,1,1,4.238678
calla,1,1,4.238678
booker,1,1,4.238678
baez,1,2,4.238678
pryor,1,1,4.238678
jessy,1,1,4.238678
haggard,1,1,4.238678
bowi,1,1,4.238678
chenier,1,1,4.238678
temptat,1,1,4.238678
lightnin,1,1,4.238678
haden,1,1,4.238678
heron,1,1,4.238678
jobim,1,1,4.238678
shea,1,1,4.238678
parton,1,2,4.238678
dolli,1,2,4.238678
trio,1,1,4.238678
quartet,1,1,4.238678
juilliard,1,1,4.238678
previn,1,1,4.238678
honeyboy,1,1,4.238678
cohen,1,1,4.238678
paxton,1,1,4.238678
dmc,1,1,4.238678
ronstadt,1,1,4.238678
hancock,1,1,4.238678
herbi,1,1,4.238678
ruth,1,1,4.238678
louvin,1,1,4.238678
flaco,1,1,4.238678
boulez,1,1,4.238678
gee,1,1,4.238678
maud,1,1,4.238678
manzanero,1,1,4.238678
armando,1,1,4.238678
kristofferson,1,1,4.238678
kri,1,1,4.238678
kraftwerk,1,1,4.238678
isley,1,1,4.238678
julio,1,1,4.238678
hathaway,1,1,4.238678
donni,1,1,4.238678
eckstin,1,1,4.238678
funkadel,1,1,4.238678
sabbath,1,1,4.238678
turner,1,1,4.238678
meter,1,1,4.238678
emmyl,1,1,4.238678
blain,1,1,4.238678
sli,1,1,4.238678
nina,1,1,4.238678
charley,1,1,4.238678
jamal,1,1,4.238678
ahmad,1,1,4.238678
caesar,1,1,4.238678
slick,1,1,4.238678
rainey,1,1,4.238678
nirvana,1,1,4.238678
mcferrin,1,1,4.238678
pepa,1,1,4.238678
marilyn,1,1,4.238678
furiou,1,1,4.238678
flash,1,1,4.238678
tharp,1,1,4.238678
rosetta,1,1,4.238678
prine,1,1,4.238678
iggi,1,1,4.238678
flack,1,1,4.238678
roberta,1,1,4.238678
dionn,1,2,4.238678
iglesia,1,1,4.238678
santana,1,1,4.238678
kuti,1,1,4.238678
fela,1,1,4.238678
chaka,1,1,4.238678
cher,1,1,4.238678
valli,1,1,4.238678
shant,1,1,4.238678
roxann,1,1,4.238678
mahal,1,1,4.238678
taj,1,1,4.238678
franki,1,2,4.238678
wynett,1,1,4.238678
tammi,1,1,4.238678
